TimeInterval,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,TrafficVolume
2024/04/29 13:20,01F0017N,01F0005N,31,90,74
2024/04/29 13:20,01F0029N,01F0017N,31,90,79
2024/04/29 13:20,01F0005S,01F0017S,31,86,57
2024/04/29 13:20,01F0061N,01F0029N,31,93,93
2024/04/29 13:20,01F0017S,01F0029S,31,90,79
2024/04/29 13:20,01F0099N,01F0061N,31,82,145
2024/04/29 13:20,01F0029S,01F0061S,31,90,96
2024/04/29 13:20,01F0147N,01F0099N,31,86,57
2024/04/29 13:20,01H0174N,01F0099N,31,100,48
2024/04/29 13:20,03F0087S,01F0099N,31,0,0
2024/04/29 13:20,03F0116N,01F0099N,31,82,48
2024/04/29 13:20,01F0061S,01F0099S,31,90,146
2024/04/29 13:20,01F0153N,01F0147N,31,82,117
2024/04/29 13:20,01F0099S,01F0147S,31,90,80
2024/04/29 13:20,03F0087S,01F0147S,31,82,16
2024/04/29 13:20,03F0116N,01F0147S,31,61,15
2024/04/29 13:20,01F0213N,01F0153N,31,54,84
2024/04/29 13:20,01F0147S,01F0153S,31,86,145
2024/04/29 13:20,01F0153S,01F0182S,31,82,107
2024/04/29 13:20,01F0233N,01F0213N,31,28,96
2024/04/29 13:20,01F0256N,01F0233N,31,39,229
2024/04/29 13:20,01F0182S,01F0248S,31,75,104
2024/04/29 13:20,01F0293N,01F0256N,31,75,246
2024/04/29 13:20,01F0248S,01F0264S,31,86,224
2024/04/29 13:20,01F0340N,01F0293N,31,90,240
2024/04/29 13:20,01F0264S,01F0293S,31,93,182
2024/04/29 13:20,01F0293S,01F0339S,31,93,176
2024/04/29 13:20,01H0305S,01F0339S,31,93,78
2024/04/29 13:20,01F0376N,01F0340N,31,46,383
2024/04/29 13:20,01H0447N,01F0340N,31,90,104
2024/04/29 13:20,01F0413N,01F0376N,31,32,231
2024/04/29 13:20,01F0339S,01F0376S,31,75,284
2024/04/29 13:20,01F0467N,01F0413N,31,86,170
2024/04/29 13:20,01F0376S,01F0413S,31,86,138
2024/04/29 13:20,01F0492N,01F0467N,31,90,203
2024/04/29 13:20,01F0413S,01F0467S,31,93,145
2024/04/29 13:20,01F0511N,01F0492N,31,97,187
2024/04/29 13:20,01F0467S,01F0492S,31,95,166
2024/04/29 13:20,01F0532N,01F0511N,31,90,181
2024/04/29 13:20,03F0525S,01F0511N,31,93,9
2024/04/29 13:20,03F0559N,01F0511N,31,88,14
2024/04/29 13:20,01F0492S,01F0511S,31,93,188
2024/04/29 13:20,01F0532S,01F0532N,31,3,9
2024/04/29 13:20,01F0557N,01F0532N,31,86,239
2024/04/29 13:20,01F0511S,01F0532S,31,90,168
2024/04/29 13:20,03F0525S,01F0532S,31,82,14
2024/04/29 13:20,03F0559N,01F0532S,31,50,2
2024/04/29 13:20,01F0584N,01F0557N,31,90,151
2024/04/29 13:20,01F0532S,01F0557S,31,86,229
2024/04/29 13:20,01F0557N,01F0557S,31,0,6
2024/04/29 13:20,01F0557S,01F0578S,31,82,144
2024/04/29 13:20,01F0633N,01F0584N,31,86,132
2024/04/29 13:20,01H0608N,01F0584N,31,82,41
2024/04/29 13:20,01F0664N,01F0633N,31,93,152
2024/04/29 13:20,01F0578S,01F0633S,31,64,73
2024/04/29 13:20,01H0579S,01F0633S,31,61,34
2024/04/29 13:20,01F0681N,01F0664N,31,93,165
2024/04/29 13:20,01F0633S,01F0664S,31,97,68
2024/04/29 13:20,01F0699N,01F0681N,31,93,114
2024/04/29 13:20,01F0664S,01F0681S,31,97,126
2024/04/29 13:20,01F0750N,01F0699N,31,100,139
2024/04/29 13:20,01F0681S,01F0699S,31,93,87
2024/04/29 13:20,01F0880N,01F0750N,31,97,166
2024/04/29 13:20,01F0699S,01F0750S,31,97,110
2024/04/29 13:20,01H0610S,01F0750S,31,90,96
2024/04/29 13:20,01F0928N,01F0880N,31,93,197
2024/04/29 13:20,01F0750S,01F0880S,31,93,168
2024/04/29 13:20,01F0956N,01F0928N,31,100,140
2024/04/29 13:20,01F0880S,01F0928S,31,93,152
2024/04/29 13:20,01F0928S,01F0950S,31,97,115
2024/04/29 13:20,01F0979N,01F0956N,31,100,141
2024/04/29 13:20,01F1045N,01F0979N,31,97,136
2024/04/29 13:20,03F0996S,01F0979N,31,108,22
2024/04/29 13:20,03F1022N,01F0979N,31,79,73
2024/04/29 13:20,01F0950S,01F0980S,31,97,108
2024/04/29 13:20,01F1123N,01F1045N,31,104,121
2024/04/29 13:20,01F0980S,01F1045S,31,100,95
2024/04/29 13:20,03F0996S,01F1045S,31,93,40
2024/04/29 13:20,03F1022N,01F1045S,31,95,6
2024/04/29 13:20,01F1292N,01F1123N,31,100,146
2024/04/29 13:20,01F1045S,01F1123S,31,104,97
2024/04/29 13:20,01F1389N,01F1292N,31,104,93
2024/04/29 13:20,01F1123S,01F1292S,31,100,113
2024/04/29 13:20,01F1465N,01F1389N,31,104,127
2024/04/29 13:20,01F1292S,01F1389S,31,102,98
2024/04/29 13:20,01F1572N,01F1465N,31,104,119
