TimeInterval,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,TrafficVolume
2024/04/29 10:25,01F0017N,01F0005N,31,91,50
2024/04/29 10:25,01F0029N,01F0017N,31,90,65
2024/04/29 10:25,01F0005S,01F0017S,31,90,47
2024/04/29 10:25,01F0061N,01F0029N,31,93,82
2024/04/29 10:25,01F0017S,01F0029S,31,93,67
2024/04/29 10:25,01F0099N,01F0061N,31,43,153
2024/04/29 10:25,01F0029S,01F0061S,31,93,77
2024/04/29 10:25,01F0147N,01F0099N,31,43,76
2024/04/29 10:25,01H0174N,01F0099N,31,61,49
2024/04/29 10:25,03F0087S,01F0099N,31,0,0
2024/04/29 10:25,03F0116N,01F0099N,31,36,38
2024/04/29 10:25,01F0061S,01F0099S,31,90,140
2024/04/29 10:25,01F0153N,01F0147N,31,64,153
2024/04/29 10:25,01F0099S,01F0147S,31,90,67
2024/04/29 10:25,03F0087S,01F0147S,31,82,14
2024/04/29 10:25,03F0116N,01F0147S,31,61,23
2024/04/29 10:25,01F0213N,01F0153N,31,57,115
2024/04/29 10:25,01F0147S,01F0153S,31,90,135
2024/04/29 10:25,01F0153S,01F0182S,31,82,99
2024/04/29 10:25,01F0233N,01F0213N,31,54,110
2024/04/29 10:25,01F0256N,01F0233N,31,39,224
2024/04/29 10:25,01F0182S,01F0248S,31,61,87
2024/04/29 10:25,01F0293N,01F0256N,31,43,229
2024/04/29 10:25,01F0248S,01F0264S,31,90,205
2024/04/29 10:25,01F0340N,01F0293N,31,93,178
2024/04/29 10:25,01F0264S,01F0293S,31,90,212
2024/04/29 10:25,01F0293S,01F0339S,31,90,207
2024/04/29 10:25,01H0305S,01F0339S,31,90,60
2024/04/29 10:25,01F0376N,01F0340N,31,32,310
2024/04/29 10:25,01H0447N,01F0340N,31,79,85
2024/04/29 10:25,01F0413N,01F0376N,31,32,164
2024/04/29 10:25,01F0339S,01F0376S,31,82,271
2024/04/29 10:25,01F0467N,01F0413N,31,39,163
2024/04/29 10:25,01F0376S,01F0413S,31,79,142
2024/04/29 10:25,01F0492N,01F0467N,31,64,173
2024/04/29 10:25,01F0413S,01F0467S,31,93,134
2024/04/29 10:25,01F0511N,01F0492N,31,97,192
2024/04/29 10:25,01F0467S,01F0492S,31,93,181
2024/04/29 10:25,01F0532N,01F0511N,31,90,172
2024/04/29 10:25,03F0525S,01F0511N,31,81,10
2024/04/29 10:25,03F0559N,01F0511N,31,90,9
2024/04/29 10:25,01F0492S,01F0511S,31,86,192
2024/04/29 10:25,01F0532S,01F0532N,31,7,16
2024/04/29 10:25,01F0557N,01F0532N,31,86,243
2024/04/29 10:25,01F0511S,01F0532S,31,86,151
2024/04/29 10:25,03F0525S,01F0532S,31,72,9
2024/04/29 10:25,03F0559N,01F0532S,31,72,1
2024/04/29 10:25,01F0584N,01F0557N,31,90,176
2024/04/29 10:25,01F0532S,01F0557S,31,82,165
